puesto_trabajo,nombre_empresa,pais,region_estado,tipo_contrato,salario_minimo,salario_maximo,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Auxiliar de almacén,Newport Capital SAC,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-cercado-de-lima-en-san-isidro-C9D831B3CBD7614461373E686DCF3405#lc=ListOffers-Score3-4
Ingenieros o Técnicos Electrónicos y de Automatización Industrial,SENATI,Perú,"Independencia, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieros-o-tecnicos-electronicos-y-de-automatizacion-industrial-experiencia-industrial-y-docente-minima-de-05-anos-en-independencia-DCBDEDFBF2E0D22C61373E686DCF3405#lc=ListOffers-Score3-5
Asesor Back Office Claro Validaciones GANA s/.1280 C/S Experiencia,AMG International E.I.R.L.,Perú,"San Isidro, Lima",NA,"S/. 1.280,00 (Mensual)","S/. 1.280,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-back-office-claro-validaciones-gana-s1280-cs-experiencia-full-time-presencial-san-isidro-en-san-isidro-0707B224EF6AB95261373E686DCF3405#lc=ListOffers-Score3-6
Operador Camión Cisterna de Combustible y Agua/ Cajamarca,San Martin Contratistas Generales S.A,Perú,"Marcona, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-camion-cisterna-de-combustible-y-agua-cajamarca-en-marcona-B3EB8D8FE11E3D2C61373E686DCF3405#lc=ListOffers-Score3-7
Community manager,Grupo San Pablo,Perú,"Los Olivos, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-community-manager-medik-center-san-pablo-los-olivos-en-los-olivos-D876D7FC2187C1EF61373E686DCF3405#lc=ListOffers-Score3-8
Ejecutivos para Banca y Seguros,NA,Perú,"Cajamarca, Cajamarca",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivos-para-banca-y-seguros-importante-entidad-financiera-en-cajamarca-3FF410BF461772F361373E686DCF3405#lc=ListOffers-Score3-9
Ejecutivo de Ventas,ILAE,Perú,"Surquillo, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-ventas-surquillo-en-surquillo-E4C40FE639F94C5761373E686DCF3405#lc=ListOffers-Score3-10
Cajera y Atención al cliente Sede Ate,CITVGRUPO J&J S.A.C.,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajera-y-atencion-al-cliente-sede-ate-en-lima-A35C82041BDE176D61373E686DCF3405#lc=ListOffers-Score3-11
Analista de Procesos y Calidad,A365,Perú,"Magdalena Del Mar, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-y-calidad-en-magdalena-del-mar-AE46A2954B46CB8261373E686DCF3405#lc=ListOffers-Score3-12
Analista de procesos,RESEMIN,Perú,"Lima, Lima",NA,"S/. 3.000,00 (Mensual)","S/. 3.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-en-lima-1FC30B03D27C312761373E686DCF3405#lc=ListOffers-Score3-13
Analista de crédito con experiencia / Agencia Camaná,CAJA AREQUIPA,Perú,"Camana, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-credito-con-experiencia-agencia-camana-camana-en-camana-59901085A1C0227D61373E686DCF3405#lc=ListOffers-Score3-14
Diseñador de Moda Categoría Infantil / Arequipa,NA,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-de-moda-categoria-infantil-arequipa-en-arequipa-87867D7F397DA76761373E686DCF3405#lc=ListOffers-Score3-15
Asistente Contable,Corporación Efameinsa e Ingenieria S.A,Perú,"Lurigancho, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-en-lurigancho-999B004F716D752B61373E686DCF3405#lc=ListOffers-Score3-16
Auxiliar de logística,Cipesa,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-logistica-en-lima-D7AFEE5A8C43A27A61373E686DCF3405#lc=ListOffers-Score3-17
Ingenieros Titulados o Técnicos Titulados en Electricidad Industrial,SENATI,Perú,"Independencia, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieros-titulados-o-tecnicos-titulados-en-electricidad-industrial-experiencia-industrial-y-docente-minima-de-05-anos-en-independencia-B32792BB7259AAB961373E686DCF3405#lc=ListOffers-Score3-18
Supervisor/a de mantenimiento,Grupo Pacasmayo,Perú,"Chiclayo, Lambayeque",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisora-de-mantenimiento-en-chiclayo-AA1B694E756D81F061373E686DCF3405#lc=ListOffers-Score3-19
Digitador(a) de Documentos,3eriza,Perú,"Surquillo, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-digitadora-de-documentos-en-surquillo-706E72EEF6B1BC8C61373E686DCF3405#lc=ListOffers-Score3-0
Tecnico de enfemeria  EKG / Triaje,Salus Laboris SAC,Perú,"Cusco, Cusco",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-enfemeria-ekg-triaje-lima-en-cusco-F1A7E8BB431F8C3D61373E686DCF3405#lc=ListOffers-Score3-1
Operador Camión Cisterna de Combustible y Agua/ Tarma,San Martin Contratistas Generales S.A,Perú,"Marcona, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-camion-cisterna-de-combustible-y-agua-tarma-en-marcona-1D0C8B4070E6B2D061373E686DCF3405#lc=ListOffers-Score3-2
Asesor de Créditos por Convenio BBVA,Sef Peru Holding SAC,Perú,"Huanuco, Huanuco",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-creditos-por-convenio-bbva-huanuco-en-huanuco-DC8DDF782F568E6361373E686DCF3405#lc=ListOffers-Score3-3
asistente de ventas y contabilidad,QUALISPHARMA,Perú,"Santiago De Surco, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-ventas-y-contabilidad-2-anos-en-santiago-de-surco-F86477AF31774EE461373E686DCF3405#lc=ListOffers-Score3-4
Recursos Humanos,International Connections EIRL,Perú,"Pichanaqui, Junin",NA,"S/. 1.700,00 (Mensual)","S/. 1.700,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-recursos-humanos-oficina-en-pichanaqui-DA326C8165E3F53361373E686DCF3405#lc=ListOffers-Score3-5
Ejecutivo Comercial de Energía Renovable,ESE PERU S.A.C.,Perú,"San Isidro, Lima",NA,"S/. 5.000,00 (Mensual)","S/. 5.000,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-de-energia-renovable-en-san-isidro-26DB82BC19952E7061373E686DCF3405#lc=ListOffers-Score3-6
Representante de Ventas Campo jr/celulares c/ exp en Arequipa/EPScubierto+planilla indefinida,GROWTH LAB E.I.R.L.,Perú,"Arequipa, Arequipa",NA,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-de-ventas-campo-jrcelulares-c-exp-en-arequipaepscubiertoplanilla-indefinida-planilla-completa-indefenidacomisionesepscobertura-totaldisponibilidad-para-trasladarse-en-arequipa-A468FCE41B7EF04C61373E686DCF3405#lc=ListOffers-Score3-7
Jefe de Procesos y Mejora Continua,Grupo Posben,Perú,"Ica, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-procesos-y-mejora-continua-en-ica-D9B531DAAFA72D2661373E686DCF3405#lc=ListOffers-Score3-8
Ejecutivos Banca y Seguros,NA,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivos-banca-y-seguros-importante-entidad-financiera-en-arequipa-7688DB77125DDF5C61373E686DCF3405#lc=ListOffers-Score3-9
Auxiliar administrativo,NA,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-medio-tiempo-en-san-isidro-52F5DC3F96257B6661373E686DCF3405#lc=ListOffers-Score3-10
Asistente de planillas y Administración,NA,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-planillas-y-administracion-en-lima-95CB38838C5E891961373E686DCF3405#lc=ListOffers-Score3-11
Ejecutivo comercial /  Ventas corporativas / Eureka Park,NA,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial--ventas-corporativas-eureka-park-san-borja-en-san-borja-EBF6F2255395860161373E686DCF3405#lc=ListOffers-Score3-12
¡Urgente! Supervisor de Cobranzas Call center / SB  s/1800 + Comisiones ¡SIN TOPE!,CONTACTA Y NEGOCIA S.A.C.,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-supervisor-de-cobranzas-call-center-sb-s1800-comisiones-sin-tope-jefe-de-cartera-en-miraflores-C4AA3A9C5E56895961373E686DCF3405#lc=ListOffers-Score3-13
Técnico de Instalación (Proyectos TI),E & L CONSULTORES E.I.R.L.,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-instalacion-proyectos-ti-en-lima-9956D86D5701A3C261373E686DCF3405#lc=ListOffers-Score3-14
Asesor Comercial,Optictimes,Perú,"Surquillo, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-en-surquillo-657E6E9F8AFDAF3461373E686DCF3405#lc=ListOffers-Score3-15
¡Trabaja desde casa! Asesor de Ventas de Préstamos Banco Alfin/Lima y Provincia,EVOLUCION PERU OUTSOURCING,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-asesor-de-ventas-de-prestamos-banco-alfinlima-y-provincia-lima-y-provincia-en-lima-603671A4106654CC61373E686DCF3405#lc=ListOffers-Score3-16
Coordinador(a) de Reservas,BELMOND   PERÚ,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinadora-de-reservas-belmond-peru-en-miraflores-AA72433402CE0AAD61373E686DCF3405#lc=ListOffers-Score3-17
Repsol: Jefe de Estación de Servicio  Lima,REPSOL COMERCIAL SAC,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-repsol-jefe-de-estacion-de-servicio-lima-en-lima-6821210570BF3DCF61373E686DCF3405#lc=ListOffers-Score3-18
Analista Contable,EQUISISTEMAS,Perú,"Miraflores, Lima",NA,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-y-tributario-en-miraflores-D0DD2ACF01526D7761373E686DCF3405#lc=ListOffers-Score3-19
Técnico de mantenimiento,Grupo San Pablo,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-turno-completo-en-san-borja-822F8B53D7C0393861373E686DCF3405#lc=ListOffers-Score3-0
Ejecutivo de Admisión Emergencia / Arequipa,SANNA,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-admision-emergencia-arequipa-arequipa-en-arequipa-FAC09DBE78E16F1561373E686DCF3405#lc=ListOffers-Score3-1
Asesor de Ventas / Comisiones ilimitadas,Grupo Educa_d,Perú,"Lince, Lima",NA,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-comisiones-ilimitadas-institutos-sise-landing-en-lince-A625EF53DD84314061373E686DCF3405#lc=ListOffers-Score3-2
Analista de riesgos / Híbrido,ADN Selection,Perú,"Surco, Lima",Presencial y remoto,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-riesgos-hibrido-en-surco-C6C35780ACB32BF661373E686DCF3405#lc=ListOffers-Score3-3
Técnico de Neumáticos,Raciemsa,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-neumaticos-huachipa-en-lima-57F54E8D6994270761373E686DCF3405#lc=ListOffers-Score3-4
Asistente de Admisión Comercial (Administrativo),NA,Perú,"Villa El Salvador, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-admision-comercial-administrativo-villa-el-salvador-en-villa-el-salvador-4F7DB4569F7CEC6561373E686DCF3405#lc=ListOffers-Score3-5
Supervisor/a  ssoma (Planta industrial),JLV CONSULTORES,Perú,"Ica, Ica",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisora-ssoma-planta-industrial-en-ica-425FD12AA7E1926561373E686DCF3405#lc=ListOffers-Score3-6
Agendar citas,Método Paolo Valera EIRL,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-agendar-citas-programacion-de-citas-de-salud-en-lima-79E0DB9CCB6D763561373E686DCF3405#lc=ListOffers-Score3-7
Ingenieros Titulados o Técnicos Titulados en Mecatrónica Industrial,SENATI,Perú,"Independencia, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieros-titulados-o-tecnicos-titulados-en-mecatronica-industrial-experiencia-industrial-y-docente-minima-con-05-anos-de-experiencia-laboral-en-independencia-FCC2EBD2A5FBE35461373E686DCF3405#lc=ListOffers-Score3-8
Encargado Centro de Control CCTV / Arequipa,Estilos S.R.L.,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-centro-de-control-cctv-arequipa-en-arequipa-96BE3A07E80A0EB961373E686DCF3405#lc=ListOffers-Score3-9
Lima: Programador Multiplataformas,RD Rivera Diesel S.A.,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lima-programador-multiplataformas-en-lima-2715E822A7CF723861373E686DCF3405#lc=ListOffers-Score3-10
Ayudante de Planta (Juanjui),Grupo Pacasmayo,Perú,"Juanjui, San Martin",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-planta-juanjui-en-juanjui-075376BEC1C19DE261373E686DCF3405#lc=ListOffers-Score3-11
Analista para el Centro de Investigación Formativa e Integridad Científica,Universidad César Vallejo,Perú,"Nuevo Chimbote, Ancash",NA,"S/. 2.500,00 (Mensual)","S/. 2.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-para-el-centro-de-investigacion-formativa-e-integridad-cientifica-campus-chimbote-en-nuevo-chimbote-9F4E13A41929FE1661373E686DCF3405#lc=ListOffers-Score3-12
Asesor Comercial o Ejecutivo de Ventas,Pos Solutions S.A.C.,Perú,"Jesus Maria, Lima",NA,"S/. 1.500,00 (Mensual)","S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-con-experiencia-en-el-rubro-informatico-en-jesus-maria-27F788B04580413361373E686DCF3405#lc=ListOffers-Score3-13
Analista Senior de Diseño de Soluciones Logísticas,Ransa Comercial  S.A.,Perú,"Callao, Callao",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-diseno-de-soluciones-logisticas-en-callao-26FBEFF319FC4E2C61373E686DCF3405#lc=ListOffers-Score3-14
Técnica de Enfermería,Clinicas San Bernardo,Perú,"Pueblo Libre, Lima",NA,"S/. 1.500,00 (Mensual)","S/. 1.500,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnica-de-enfermeria-con-experiencia-en-pueblo-libre-7E6D2E524E7636B561373E686DCF3405#lc=ListOffers-Score3-15
Asistente de tecnología,NA,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-tecnologia-experiencia-en-telefonia-en-lima-168444705E092F5561373E686DCF3405#lc=ListOffers-Score3-16
Analista programador web,M&M Repuestos y Servicios S.A.,Perú,"Lima, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-web-en-lima-F13E8DCCA343F19561373E686DCF3405#lc=ListOffers-Score3-17
Asesor Back Office Gana 1450 Full Time Inducción remota C/S experiencia Lima,AMG International E.I.R.L.,Perú,"San Isidro, Lima",NA,"S/. 1.450,00 (Mensual)","S/. 1.450,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-back-office-gana-1450-full-time-induccion-remota-cs-experiencia-lima-i-n-g-r-e-s-o-d-i-r-e-c-t-o-no-ventas-no-retenciones-no-reclamos-en-san-isidro-5EB84539F7372A4061373E686DCF3405#lc=ListOffers-Score3-18
Analista de Inteligencia Comercial,NA,Perú,"San Borja, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-inteligencia-comercial-disponibilidad-inmediata-en-san-borja-70EA2ADC2E6B448C61373E686DCF3405#lc=ListOffers-Score3-19
Analista Programador con experiencia en Python,Jet Perú S.A.,Perú,"San Isidro, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-con-experiencia-en-python-en-san-isidro-D9295DDF24566EB761373E686DCF3405#lc=ListOffers-Score3-0
Tecnico de enfemeria  EKG / Triaje,Salus Laboris SAC,Perú,"Arequipa, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-enfemeria-ekg-triaje-lima-en-arequipa-6DD3F8994913155E61373E686DCF3405#lc=ListOffers-Score3-1
Analista programador web,M&M Repuestos y Servicios S.A.,Perú,"Lima, Lima",Presencial y remoto,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-web-en-lima-F13E8DCCA343F19561373E686DCF3405#lc=ListOffers-Score3-2
Practicante Profesional del área Comercial Planta Callao,EXPERIENCIA PERUANA,Perú,"Ventanilla, Callao",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-profesional-del-area-comercial-planta-callao-en-ventanilla-E7A20F8F91031AB561373E686DCF3405#lc=ListOffers-Score3-3
Representante de Ventas Campo jr/celulares c/ exp en Lima Sur/Lurin/EPScubierto+planilla indefinida,GROWTH LAB E.I.R.L.,Perú,"Lurin, Lima",NA,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-de-ventas-campo-jrcelulares-c-exp-en-lima-surlurinepscubiertoplanilla-indefinida-planilla-completa-indefenidacomisionesepscobertura-totalbonodisponibilidad-para-trasladarse-en-lurin-6E43D76D4D78AD4361373E686DCF3405#lc=ListOffers-Score3-4
Conductor A3C,MONTANO MEDICAL & LOGISTICS,Perú,"Ate, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-conductor-a3c-sede-ate-en-ate-A737BEA8171F651161373E686DCF3405#lc=ListOffers-Score3-5
Parrillero y Mozo para JB y Rivero,GENERAL CONSULTIC S.A.C.,Perú,"Jose Luis Bustamante y Rivero, Arequipa",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-parrilleromozo-para-arequipa-tiempo-completo-en-jose-luis-bustamante-y-rivero-46A48308D731D1B661373E686DCF3405#lc=ListOffers-Score3-6
Controller,Terminal Pesquero / Amador,Perú,"Lima, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-controller-da-grupo-en-lima-2CD19483095AC1E661373E686DCF3405#lc=ListOffers-Score3-7
administrativo/a recepcionista,MO MEDIC SAC,Perú,"Miraflores, Lima",NA,NA,NA,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-recepcionista-atencion-al-cliente-en-miraflores-E5060717C962C7B761373E686DCF3405#lc=ListOffers-Score3-8
